;catalog_number;cataloged_date;Determined date 1;Start Date;start_year;start_month;determined_year;determined_month;cataloged_month;cataloged_year;class;kingdom;genus;species;family;phylum;order;type;author;author_year;determiner_full_name;determiner_full_name1;determiner_full_name2;collector_full_name;collector_full_name2;collector_full_name3;collector_full_name4;collector_first_name;collector_last_name;qualifier;min_depth;max_depth;lat;long;continent;water_body;country;state;county;locality
2135;IBUFRJ 2136;2013-07-02;2012-00-00;2008-12-22;2008.0;12.0;2012.0;0.0;7.0;2013.0;Polychaeta;Animalia;Harmothoe;ruthae;Polynoidae;Annelida;Phyllodocida;Paratype;Miranda & Brasil;2014;Vinicius D. Miranda;Ana C. Brasil;Ana C. Brasil;;;;;Petrobras;;;701.0;701.0;-22.3781472;-40.0963556;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Macaé;Bacia de Campos
2136;IBUFRJ 2137;2013-07-02;2012-00-00;2008-08-31;2008.0;8.0;2012.0;0.0;7.0;2013.0;Polychaeta;Animalia;Harmothoe;ruthae;Polynoidae;Annelida;Phyllodocida;Paratype;Miranda & Brasil;2014;Vinicius D. Miranda;Ana C. Brasil;Ana C. Brasil;;;;;Petrobras;;;622.0;622.0;-22.3759528;-40.1045167;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Macaé;Bacia de Campos
2137;IBUFRJ 2138;2013-07-02;2012-00-00;2008-09-01;2008.0;9.0;2012.0;0.0;7.0;2013.0;Polychaeta;Animalia;Harmothoe;ruthae;Polynoidae;Annelida;Phyllodocida;Paratype;Miranda & Brasil;2014;Vinicius D. Miranda;Ana C. Brasil;Ana C. Brasil;;;;;Petrobras;;;622.0;622.0;-22.3640056;-40.1118222;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Macaé;Bacia de Campos
2138;IBUFRJ 2139;2013-07-02;2012-00-00;2009-05-23;2009.0;5.0;2012.0;0.0;7.0;2013.0;Polychaeta;Animalia;Harmothoe;ruthae;Polynoidae;Annelida;Phyllodocida;Paratype;Miranda & Brasil;2014;Vinicius D. Miranda;Ana C. Brasil;Ana C. Brasil;;;;;Petrobras;;;609.0;609.0;-22.3930583;-40.1296639;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Macaé;Bacia de Campos
2139;IBUFRJ 2140;2013-07-02;2012-00-00;2011-01-24;2011.0;1.0;2012.0;0.0;7.0;2013.0;Polychaeta;Animalia;Harmothoe;ruthae;Polynoidae;Annelida;Phyllodocida;Paratype;Miranda & Brasil;2014;Vinicius D. Miranda;Ana C. Brasil;Ana C. Brasil;;;;;Petrobras;;;620.0;609.0;-24.6413111;-38.0889972;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Macaé;Bacia de Campos
2140;IBUFRJ 2141;2013-07-02;2012-00-00;2008-10-25;2008.0;10.0;2012.0;0.0;7.0;2013.0;Polychaeta;Animalia;Harmothoe;ruthae;Polynoidae;Annelida;Phyllodocida;Paratype;Miranda & Brasil;2014;Vinicius D. Miranda;Ana C. Brasil;Ana C. Brasil;;;;;Petrobras;;;608.0;608.0;-22.3688167;-40.1029833;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Macaé;Bacia de Campos
2141;IBUFRJ 2142;2013-07-02;2012-00-00;2008-10-25;2008.0;10.0;2012.0;0.0;7.0;2013.0;Polychaeta;Animalia;Harmothoe;ruthae;Polynoidae;Annelida;Phyllodocida;Paratype;Miranda & Brasil;2014;Vinicius D. Miranda;Ana C. Brasil;Ana C. Brasil;;;;;Petrobras;;;617.0;617.0;-22.3734528;-40.105225;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Macaé;Bacia de Campos
2142;IBUFRJ 2143;2013-07-02;2012-00-00;2009-02-14;2009.0;2.0;2012.0;0.0;7.0;2013.0;Polychaeta;Animalia;Harmothoe;ruthae;Polynoidae;Annelida;Phyllodocida;Paratype;Miranda & Brasil;2014;Vinicius D. Miranda;Ana C. Brasil;Ana C. Brasil;;;;;Petrobras;;;617.3;617.3;-22.4037028;-40.1264833;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Macaé;Bacia de Campos
2143;IBUFRJ 2144;2013-07-02;2012-00-00;2009-01-17;2009.0;1.0;2012.0;0.0;7.0;2013.0;Polychaeta;Animalia;Harmothoe;ruthae;Polynoidae;Annelida;Phyllodocida;Paratype;Miranda & Brasil;2014;Vinicius D. Miranda;Ana C. Brasil;Ana C. Brasil;;;;;Petrobras;;;605.0;605.0;-22.3675583;-40.094225;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Macaé;Bacia de Campos
2144;IBUFRJ 2145;2013-07-02;2012-00-00;2008-08-31;2008.0;8.0;2012.0;0.0;7.0;2013.0;Polychaeta;Animalia;Harmothoe;ruthae;Polynoidae;Annelida;Phyllodocida;Paratype;Miranda & Brasil;2014;Vinicius D. Miranda;Ana C. Brasil;Ana C. Brasil;;;;;Petrobras;;;608.0;608.0;-22.3760417;-40.1044889;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Macaé;Bacia de Campos
2145;IBUFRJ 2146;2013-07-02;2012-00-00;2008-06-10;2008.0;6.0;2012.0;0.0;7.0;2013.0;Polychaeta;Animalia;Harmothoe;ruthae;Polynoidae;Annelida;Phyllodocida;Paratype;Miranda & Brasil;2014;Vinicius D. Miranda;Ana C. Brasil;Ana C. Brasil;;;;;Petrobras;;;622.0;622.0;-22.375825;-40.1032139;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Macaé;Bacia de Campos
2146;IBUFRJ 2147;2013-07-02;2012-00-00;2008-10-25;2008.0;10.0;2012.0;0.0;7.0;2013.0;Polychaeta;Animalia;Harmothoe;ruthae;Polynoidae;Annelida;Phyllodocida;Paratype;Miranda & Brasil;2014;Vinicius D. Miranda;Ana C. Brasil;Ana C. Brasil;;;;;Petrobras;;;612.0;612.0;-22.3711778;-40.1053611;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Macaé;Bacia de Campos
2147;IBUFRJ 2148;2013-07-02;2012-00-00;2009-01-17;2009.0;1.0;2012.0;0.0;7.0;2013.0;Polychaeta;Animalia;Harmothoe;ruthae;Polynoidae;Annelida;Phyllodocida;Paratype;Miranda & Brasil;2014;Vinicius D. Miranda;Ana C. Brasil;Ana C. Brasil;;;;;Petrobras;;;636.0;636.0;-22.3675583;-40.094225;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Macaé;Bacia de Campos
2148;IBUFRJ 2149;2013-07-05;2011-00-00;2000-04-18;2000.0;4.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Sigalionidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2149;IBUFRJ 2150;2013-07-09;2011-00-00;2000-04-17;2000.0;4.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Sigalionidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2150;IBUFRJ 2151;2013-07-09;2011-00-00;2000-04-07;2000.0;4.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Nereididae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2151;IBUFRJ 2152;2013-07-09;2011-00-00;2000-04-26;2000.0;4.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Syllidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2152;IBUFRJ 2153;2013-07-09;2011-00-00;2000-04-11;2000.0;4.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Syllidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2153;IBUFRJ 2154;2013-07-09;2011-00-00;2000-08-25;2000.0;8.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Syllidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2154;IBUFRJ 2155;2013-07-09;2011-00-00;2000-04-26;2000.0;4.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Dorvilleidae;Annelida;Eunicida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2155;IBUFRJ 2156;2013-07-09;2011-00-00;2000-05-01;2000.0;5.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Pontodoridae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2156;IBUFRJ 2157;2013-07-09;2011-00-00;2000-04-10;2000.0;4.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Polynoidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2157;IBUFRJ 2158;2013-07-09;2011-00-00;2000-04-02;2000.0;4.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Polynoidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2158;IBUFRJ 2159;2013-07-09;2011-00-00;2000-04-18;2000.0;4.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Polynoidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2159;IBUFRJ 2160;2013-07-09;2011-00-00;2000-04-09;2000.0;4.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Polynoidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2160;IBUFRJ 2161;2013-07-09;2011-00-00;2000-04-30;2000.0;4.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Polynoidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2161;IBUFRJ 2162;2013-07-09;2011-00-00;2000-04-24;2000.0;4.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Polynoidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2162;IBUFRJ 2163;2013-07-09;2011-00-00;2000-04-28;2000.0;4.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Polynoidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2163;IBUFRJ 2164;2013-07-09;2011-00-00;2000-04-12;2000.0;4.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Polynoidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2164;IBUFRJ 2165;2013-07-09;2011-00-00;2000-04-09;2000.0;4.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Polynoidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2165;IBUFRJ 2166;2013-07-09;2011-00-00;2000-04-30;2000.0;4.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Polynoidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2166;IBUFRJ 2167;2013-07-09;2011-00-00;2000-04-06;2000.0;4.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Polynoidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2167;IBUFRJ 2168;2013-07-09;2011-00-00;2000-04-07;2000.0;4.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Polynoidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2168;IBUFRJ 2169;2013-07-09;2011-00-00;2000-04-01;2000.0;4.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Polynoidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2169;IBUFRJ 2170;2013-07-09;2011-00-00;1998-11-24;1998.0;11.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Polynoidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2170;IBUFRJ 2171;2013-07-09;2011-00-00;1998-12-04;1998.0;12.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Polynoidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2171;IBUFRJ 2172;2013-07-09;2011-00-00;1998-11-24;1998.0;11.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Polynoidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2172;IBUFRJ 2173;2013-07-09;2011-00-00;1998-12-01;1998.0;12.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Polynoidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2173;IBUFRJ 2174;2013-07-09;2011-00-00;1998-11-18;1998.0;11.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Polynoidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2174;IBUFRJ 2175;2013-07-09;2011-00-00;1998-12-03;1998.0;12.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Polynoidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2175;IBUFRJ 2176;2013-07-09;2011-00-00;1998-12-04;1998.0;12.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Polynoidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2176;IBUFRJ 2177;2013-07-09;2011-00-00;1998-11-20;1998.0;11.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Polynoidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2177;IBUFRJ 2178;2013-07-09;2011-00-00;1998-11-14;1998.0;11.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Polynoidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2178;IBUFRJ 2179;2013-07-09;2011-00-00;1998-11-20;1998.0;11.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Polynoidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2179;IBUFRJ 2180;2013-07-09;2011-00-00;1998-11-05;1998.0;11.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Polynoidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2180;IBUFRJ 2181;2013-07-09;2011-00-00;1998-11-23;1998.0;11.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Polynoidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2181;IBUFRJ 2182;2013-07-09;2011-00-00;1998-12-02;1998.0;12.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Polynoidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2182;IBUFRJ 2183;2013-07-09;2011-00-00;1998-11-13;1998.0;11.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Polynoidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2183;IBUFRJ 2184;2013-07-09;2011-00-00;1998-12-04;1998.0;12.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Polynoidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2184;IBUFRJ 2185;2013-07-09;2011-00-00;1998-11-19;1998.0;11.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Polynoidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2185;IBUFRJ 2186;2013-07-09;2011-00-00;1998-11-05;1998.0;11.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Polynoidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2186;IBUFRJ 2187;2013-07-09;2011-00-00;1998-12-06;1998.0;12.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Sigalionidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2187;IBUFRJ 2188;2013-07-09;2011-00-00;1998-12-07;1998.0;12.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Sigalionidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2188;IBUFRJ 2189;2013-07-09;2011-00-00;1998-11-22;1998.0;11.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Sigalionidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2189;IBUFRJ 2190;2013-07-09;2011-00-00;1998-11-14;1998.0;11.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Phyllodocidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2190;IBUFRJ 2191;2013-07-09;2011-00-00;1998-11-19;1998.0;11.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Syllidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2191;IBUFRJ 2192;2013-07-09;2011-00-00;1998-11-01;1998.0;11.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Syllidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2192;IBUFRJ 2193;2013-07-09;2011-00-00;1998-12-04;1998.0;12.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Syllidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2193;IBUFRJ 2194;2013-07-09;2011-00-00;1998-10-28;1998.0;10.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Syllidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2194;IBUFRJ 2195;2013-07-09;2011-00-00;1998-11-14;1998.0;11.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Iospilidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2195;IBUFRJ 2196;2013-07-09;2011-00-00;1998-11-10;1998.0;11.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Iospilidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2196;IBUFRJ 2197;2013-07-09;2011-00-00;1998-11-11;1998.0;11.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Spionidae;Annelida;Spionida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2197;IBUFRJ 2198;2013-07-09;2011-00-00;1998-11-15;1998.0;11.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Opheliidae;Annelida;Scolecida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2198;IBUFRJ 2199;2013-07-11;2011-00-00;1998-12-06;1998.0;12.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Lopadorrhynchidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2199;IBUFRJ 2200;2013-07-11;2011-00-00;1998-11-14;1998.0;11.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Lopadorrhynchidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2200;IBUFRJ 2201;2013-07-11;2011-00-00;1998-04-30;1998.0;4.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Lopadorrhynchidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2201;IBUFRJ 2202;2013-07-11;2011-00-00;1998-11-20;1998.0;11.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Lopadorrhynchidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2202;IBUFRJ 2203;2013-07-11;2011-00-00;2000-04-08;2000.0;4.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Lopadorrhynchidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2203;IBUFRJ 2204;2013-07-11;2011-00-00;1998-11-23;1998.0;11.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Lopadorrhynchidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
2204;IBUFRJ 2205;2013-07-11;2011-00-00;2000-04-17;2000.0;4.0;2011.0;0.0;7.0;2013.0;Polychaeta;Animalia;Nan;nan;Lopadorrhynchidae;Annelida;Phyllodocida;;;;Bruna T. Faro;;;Ricardo Guimaraes;Francisco Mattos;;;Ricardo;Guimaraes;;0.0;200.0;;;South America;Atlantic Ocean;Brazil;;;Brazil
