;Catalog Number;Cataloged Date;Cataloger First Name;Cataloger Last Name;Online;Object Condition;Return Date;Count;Remarks;Specimen condition;Kingdom;Phylum 1;Class 1;Order 1;Family 1;Genus 1;Species 1;Species Author 1;Species Author Year 1;Qualifier 1;Type Status 1;Current 1;Determiner Last Name 1;Determined date 1;Remarks 1;Phylum 2;Class 2;Order 2;Family 2;Genus 2;Species 2;Species Author 2;Qualifier 2;Type Status 2;Current 2;Determiner Last Name 2;Determined date 2;Remarks 2;Start Date;End Date;Verbatim Date;Collector First Name 1;Collector Middle 1;Collector Last Name 1;Collector First Name 2;Collector Middle 2;Collector Last Name 2;Collector First Name 3;Collector Middle 3;Collector Last Name 3;Collector First Name 4;Collector Middle 4;Collector Last Name 4;Min Depth;Max Depth;Substratum;Habitat;Associated Taxa;Researcher Code;Trip Name;Remarks (CT);Method;Prep Type 1;Count 1;Description 1;Fluid Preservation 1;Storage Location 1;Prep Type 2;Count 2;Description 2;Fluid Preservation 2;Storage Location 2;Prep Type 3;Count 3;Description 3;Fluid Preservation 3;Storage Location 3;Continent;WaterBody;Country;State;County;Locality Name;Verbatim locality;Locality and habitat notes;LocationRemarks;Latitude/Longitude Type;Latitude;Longitude;Object Condition Citation;Journal
672;IBUFRJ 0673;2003-12-01;Unknown;Unknown;Yes;Available;;2.0;;;Animalia;Annelida ;Polychaeta;Phyllodocida;Syllidae;Exogone;sp.;;;;;True;Leticia Barbosa;2007-00-00;;;;;;;;;;;False;;;;2003-12-01;;2003-12-01;Geamb;;;;;;;;;;;;20.0;60.0;;Marine;;;GEAMB;;;Formaldehyde 4%;2.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;Antarctica;Austral Ocean;Antarctica;;;Ilha Rei George, Baía do Almirantado;Baía do Almirantado;;;Point;-62.15;-58.4833333;;
673;IBUFRJ 0674;2003-12-01;Unknown;Unknown;Yes;Available;;1.0;;;Animalia;Annelida ;Polychaeta;Phyllodocida;Sphaerodoridae;Sphaerodoropsis;arctowskyensis;Hartmann-Schröder & Rosenfeldt;1988;;;True;Leticia Barbosa;2007-00-00;;;;;;;;;;;False;;;;2003-12-01;;2003-12-01;Geamb;;;;;;;;;;;;20.0;60.0;;Marine;;;GEAMB;;;Formaldehyde 4%;1.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;Antarctica;Austral Ocean;Antarctica;;;Ilha Rei George, Baía do Almirantado;Baía do Almirantado;;;Point;-62.15;-58.4833333;;
674;IBUFRJ 0675;2003-12-01;Unknown;Unknown;Yes;Available;;1.0;;;Animalia;Annelida ;Polychaeta;Phyllodocida;Phyllodocidae;Eteone;sculpta;Ehlers;1897;;;True;Leticia Barbosa;2007-00-00;;;;;;;;;;;False;;;;2003-12-01;;2003-12-01;Geamb;;;;;;;;;;;;20.0;60.0;;Marine;;;GEAMB;;;Formaldehyde 4%;1.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;Antarctica;Austral Ocean;Antarctica;;;Ilha Rei George, Baía do Almirantado;Baía do Almirantado;;;Point;-62.15;-58.4833333;;
675;IBUFRJ 0676;2003-12-01;Unknown;Unknown;Yes;Available;;1.0;;;Animalia;Annelida ;Polychaeta;Scolecida;Capitellidae;Capitella;sp.;;;;;True;Leticia Barbosa;2007-00-00;;;;;;;;;;;False;;;;2003-12-01;;2003-12-01;Geamb;;;;;;;;;;;;20.0;60.0;;Marine;;;GEAMB;;;Formaldehyde 4%;1.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;Antarctica;Austral Ocean;Antarctica;;;Ilha Rei George, Baía do Almirantado;Baía do Almirantado;;;Point;-62.15;-58.4833333;;
676;IBUFRJ 0677;2003-12-01;Unknown;Unknown;Yes;Available;;1.0;;;Animalia;Annelida ;Polychaeta;Terebellida;Ampharetidae;Ampharete;kerguelensis;McIntosh;1885;;;True;Leticia Barbosa;2007-00-00;;;;;;;;;;;False;;;;2003-12-01;;2003-12-01;Geamb;;;;;;;;;;;;20.0;60.0;;Marine;;;GEAMB;;;Formaldehyde 4%;1.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;Antarctica;Austral Ocean;Antarctica;;;Ilha Rei George, Baía do Almirantado;Baía do Almirantado;;;Point;-62.15;-58.4833333;;
677;IBUFRJ 0678;2003-12-01;Unknown;Unknown;Yes;Available;;2.0;;;Animalia;Annelida ;Polychaeta;Terebellida;Ampharetidae;Amphicteis;gunneri;(M. Sars; 1835);;;True;Leticia Barbosa;2007-00-00;;;;;;;;;;;False;;;;2003-12-01;;2003-12-01;Geamb;;;;;;;;;;;;20.0;60.0;;Marine;;;GEAMB;;;Formaldehyde 4%;2.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;Antarctica;Austral Ocean;Antarctica;;;Ilha Rei George, Baía do Almirantado;Baía do Almirantado;;;Point;-62.15;-58.4833333;;
678;IBUFRJ 0679;2003-12-01;Unknown;Unknown;Yes;Available;;1.0;;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellidae;Perkinsiana;milae;Giangrande & Gambi;1997;;;True;Leticia Barbosa;2007-00-00;;;;;;;;;;;False;;;;2003-12-01;;2003-12-01;Geamb;;;;;;;;;;;;20.0;60.0;;Marine;;;GEAMB;;;Formaldehyde 4%;1.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;Antarctica;Austral Ocean;Antarctica;;;Ilha Rei George, Baía do Almirantado;Baía do Almirantado;;;Point;-62.15;-58.4833333;;
679;IBUFRJ 0680;2003-12-01;Unknown;Unknown;Yes;Available;;1.0;;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellidae;Perkinsiana;littoralis;(Hartman; 1967);;;True;Leticia Barbosa;2007-00-00;;;;;;;;;;;False;;;;2003-12-01;;2003-12-01;Geamb;;;;;;;;;;;;20.0;60.0;;Marine;;;GEAMB;;;Formaldehyde 4%;1.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;Antarctica;Austral Ocean;Antarctica;;;Ilha Rei George, Baía do Almirantado;Baía do Almirantado;;;Point;-62.15;-58.4833333;;
680;IBUFRJ 0681;2003-12-01;Unknown;Unknown;Yes;Available;;1.0;;;Animalia;Annelida ;Polychaeta;Spionida;Apistobranchidae;Apistobranchus;glacierae;Hartman;1978;;;True;Leticia Barbosa;2007-00-00;;;;;;;;;;;False;;;;2003-12-01;;2003-12-01;Geamb;;;;;;;;;;;;20.0;60.0;;Marine;;;GEAMB;;;Formaldehyde 4%;1.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;Antarctica;Austral Ocean;Antarctica;;;Ilha Rei George, Baía do Almirantado;Baía do Almirantado;;;Point;-62.15;-58.4833333;;
681;IBUFRJ 0682;2003-12-05;Unknown;Unknown;Yes;Available;;19.0;;;Animalia;Annelida ;Polychaeta;Scolecida;Paraonidae;Levinsenia;gracilis;(Tauber; 1879);;;True;Leticia Barbosa;2007-00-00;;;;;;;;;;;False;;;;2003-12-05;;2003-12-05;Geamb;;;;;;;;;;;;20.0;60.0;;Marine;;;GEAMB;;;Formaldehyde 4%;19.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;Antarctica;Austral Ocean;Antarctica;;;Ilha Rei George, Baía do Almirantado;Baía do Almirantado;;;Point;-62.0833333;-58.4666667;;
682;IBUFRJ 0683;2003-12-05;Unknown;Unknown;Yes;Available;;98.0;;;Animalia;Annelida ;Polychaeta;Scolecida;Paraonidae;Aricidea;strelzovi;Hartmann-Schröder & Rosenfeldt;1990;;;True;Leticia Barbosa;2007-00-00;;;;;;;;;;;False;;;;2003-12-05;;2003-12-05;Geamb;;;;;;;;;;;;20.0;60.0;;Marine;;;GEAMB;;;Formaldehyde 4%;98.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;Antarctica;Austral Ocean;Antarctica;;;Ilha Rei George, Baía do Almirantado;Baía do Almirantado;;;Point;-62.0833333;-58.4666667;;
683;IBUFRJ 0684;2003-12-05;Unknown;Unknown;Yes;Available;;4.0;;;Animalia;Annelida ;Polychaeta;Terebellida;Flabelligeridae;Brada;villosa;(Rathke; 1843);;;True;Leticia Barbosa;2007-00-00;;;;;;;;;;;False;;;;2003-12-05;;2003-12-05;Geamb;;;;;;;;;;;;20.0;60.0;;Marine;;;GEAMB;;;Formaldehyde 4%;4.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;Antarctica;Austral Ocean;Antarctica;;;Ilha Rei George, Baía do Almirantado;Baía do Almirantado;;;Point;-62.0833333;-58.4666667;;
684;IBUFRJ 0685;2003-12-05;Unknown;Unknown;Yes;Available;;128.0;;;Animalia;Annelida ;Polychaeta;Scolecida;Maldanidae;Rhodine;antarctica;(Gravier; 1907);;;True;Leticia Barbosa;2007-00-00;;;;;;;;;;;False;;;;2003-12-05;;2003-12-05;Geamb;;;;;;;;;;;;20.0;60.0;;Marine;;;GEAMB;;;Formaldehyde 4%;128.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;Antarctica;Austral Ocean;Antarctica;;;Ilha Rei George, Baía do Almirantado;Baía do Almirantado;;;Point;-62.0833333;-58.4666667;;
685;IBUFRJ 0686;2003-12-05;Unknown;Unknown;Yes;Available;;4.0;;;Animalia;Annelida ;Polychaeta;Phyllodocida;Nephtyidae;Aglaophamus;trissophyllus;(Grube; 1877);;;True;Leticia Barbosa;2007-00-00;;;;;;;;;;;False;;;;2003-12-05;;2003-12-05;Geamb;;;;;;;;;;;;20.0;60.0;;Marine;;;GEAMB;;;Formaldehyde 4%;4.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;Antarctica;Austral Ocean;Antarctica;;;Ilha Rei George, Baía do Almirantado;Baía do Almirantado;;;Point;-62.0833333;-58.4666667;;
686;IBUFRJ 0687;2003-12-05;Unknown;Unknown;Yes;Available;;7.0;;;Animalia;Annelida ;Polychaeta;Phyllodocida;Polynoidae;Barrukia;cristata;(Willey; 1902);;;True;Leticia Barbosa;2007-00-00;;;;;;;;;;;False;;;;2003-12-05;;2003-12-05;Geamb;;;;;;;;;;;;20.0;60.0;;Marine;;;GEAMB;;;Formaldehyde 4%;7.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;Antarctica;Austral Ocean;Antarctica;;;Ilha Rei George, Baía do Almirantado;Baía do Almirantado;;;Point;-62.0833333;-58.4666667;;
687;IBUFRJ 0688;2003-12-05;Unknown;Unknown;Yes;Available;;1.0;;;Animalia;Annelida ;Polychaeta;Scolecida;Opheliidae;Ophelina;syringopyge;(Ehlers; 1901);;;True;Leticia Barbosa;2007-00-00;;;;;;;;;;;False;;;;2003-12-05;;2003-12-05;Geamb;;;;;;;;;;;;20.0;60.0;;Marine;;;;;;Formaldehyde 4%;1.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;Antarctica;Austral Ocean;Antarctica;;;Ilha Rei George, Baía do Almirantado;Baía do Almirantado;;;Point;-62.0833333;-58.4666667;;
688;IBUFRJ 0689;2003-12-05;Unknown;Unknown;Yes;Available;;74.0;;;Animalia;Annelida ;Polychaeta;Spionida;Apistobranchidae;Apistobranchus;glacierae;Hartman;1978;;;True;;;;;;;;;;;;;False;;;;2003-12-05;;2003-12-05;;;;;;;;;;;;;20.0;60.0;;Marine;;;;;;Formaldehyde 4%;74.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;Antarctica;Austral Ocean;Antarctica;;;Ilha Rei George, Baía do Almirantado;Baía do Almirantado;;;Point;-62.0833333;-58.4666667;;
689;IBUFRJ 0690;2003-12-05;Unknown;Unknown;Yes;Available;;222.0;;;Animalia;Annelida ;Polychaeta;Terebellida;Cirratulidae;Aphelochaeta;cincinnata;(Ehlers; 1908);;;True;;;;;;;;;;;;;False;;;;2003-12-05;;2003-12-05;;;;;;;;;;;;;20.0;60.0;;Marine;;;GEAMB;;;Formaldehyde 4%;222.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;Antarctica;Austral Ocean;Antarctica;;;Ilha Rei George, Baía do Almirantado;Baía do Almirantado;;;Point;-62.0833333;-58.4666667;;
690;IBUFRJ 0691;2003-12-05;Unknown;Unknown;Yes;Available;;15.0;;;Animalia;Annelida ;Polychaeta;Scolecida;Orbiniidae;Leitoscoloplos;geminus;Mackie;1987;;;True;;;;;;;;;;;;;False;;;;2003-12-05;;2003-12-05;;;;;;;;;;;;;20.0;60.0;;Marine;;;;;;Formaldehyde 4%;15.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;Antarctica;Austral Ocean;Antarctica;;;Ilha Rei George, Baía do Almirantado;Baía do Almirantado;;;Point;-62.0833333;-58.4666667;;
691;IBUFRJ 0692;2003-12-05;Unknown;Unknown;Yes;Available;;2.0;;;Animalia;Annelida ;Polychaeta;Scolecida;Orbiniidae;Leitoscoloplos;kerguelensis;(McIntosh; 1885);;;True;;;;;;;;;;;;;False;;;;2003-12-05;;2003-12-05;;;;;;;;;;;;;20.0;60.0;;Marine;;;;;;Formaldehyde 4%;2.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;Antarctica;Austral Ocean;Antarctica;;;Ilha Rei George, Baía do Almirantado;Baía do Almirantado;;;Point;-62.0833333;-58.4666667;;
692;IBUFRJ 0693;2003-12-05;Unknown;Unknown;Yes;Available;;2.0;;;Animalia;Annelida ;Polychaeta;Scolecida;Orbiniidae;Scoloplos;marginatus;(Ehlers; 1897);;;True;;;;;;;;;;;;;False;;;;2003-12-05;;2003-12-05;;;;;;;;;;;;;20.0;60.0;;Marine;;;;;;Formaldehyde 4%;2.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;Antarctica;Austral Ocean;Antarctica;;;Ilha Rei George, Baía do Almirantado;Baía do Almirantado;;;Point;-62.0833333;-58.4666667;;
693;IBUFRJ 0694;2003-12-05;Unknown;Unknown;Yes;Available;;15.0;;;Animalia;Annelida ;Polychaeta;Spionida;Spionidae;Microspio;sp.;;;;;True;;;;;;;;;;;;;False;;;;2003-12-05;;2003-12-05;;;;;;;;;;;;;20.0;60.0;;Marine;;;;;;Formaldehyde 4%;15.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;Antarctica;Austral Ocean;Antarctica;;;Ilha Rei George, Baía do Almirantado;Baía do Almirantado;;;Point;-62.0833333;-58.4666667;;
694;IBUFRJ 0695;2003-12-05;Unknown;Unknown;Yes;Available;;2.0;;;Animalia;Annelida ;Polychaeta;Spionida;Spionidae;Scolelepis;eltaninae;Blake;1983;;;True;;;;;;;;;;;;;False;;;;2003-12-05;;2003-12-05;;;;;;;;;;;;;20.0;60.0;;Marine;;;;;;Formaldehyde 4%;2.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;Antarctica;Austral Ocean;Antarctica;;;Ilha Rei George, Baía do Almirantado;Baía do Almirantado;;;Point;-62.0833333;-58.4666667;;
695;IBUFRJ 0696;2003-12-05;Unknown;Unknown;Yes;Available;;1.0;;;Animalia;Annelida ;Polychaeta;Terebellida;Ampharetidae;Amphicteis;gunneri;(M. Sars; 1835);;;True;Leticia Barbosa;2007-00-00;;;;;;;;;;;False;;;;2003-12-05;;2003-12-05;;;;;;;;;;;;;20.0;60.0;;Marine;;;;;;Formaldehyde 4%;1.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;Antarctica;Austral Ocean;Antarctica;;;Ilha Rei George, Baía do Almirantado;Baía do Almirantado;;;Point;-62.0833333;-58.4666667;;
696;IBUFRJ 0697;2003-12-05;Unknown;Unknown;Yes;Available;;1.0;;;Animalia;Annelida ;Polychaeta;Terebellida;Ampharetidae;Ampharete;kerguelensis;McIntosh;1885;;;True;;;;;;;;;;;;;False;;;;2003-12-05;;2003-12-05;;;;;;;;;;;;;20.0;60.0;;Marine;;;;;;Formaldehyde 4%;1.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;Antarctica;Austral Ocean;Antarctica;;;Ilha Rei George, Baía do Almirantado;Baía do Almirantado;;;Point;-62.0833333;-58.4666667;;
697;IBUFRJ 0698;2003-12-05;Unknown;Unknown;Yes;Available;;1.0;;;Animalia;Annelida ;Polychaeta;Terebellida;Terebellidae;Hauchiella;tribullata;(McIntosh; 1869);;;True;;;;;;;;;;;;;False;;;;2003-12-05;;2003-12-05;;;;;;;;;;;;;20.0;60.0;;Marine;;;;;;Formaldehyde 4%;1.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;Antarctica;Austral Ocean;Antarctica;;;Ilha Rei George, Baía do Almirantado;Baía do Almirantado;;;Point;-62.0833333;-58.4666667;;
698;IBUFRJ 0699;;Unknown;Unknown;No;Lost;;;;;Animalia;Annelida ;Polychaeta;;;;;;;;;True;;;;;;;;;;;;;False;;;;2003-12-05;;2003-12-05;;;;;;;;;;;;;20.0;60.0;;Marine;;;;;;Formaldehyde 4%;;;Ethanol 70%;;;;;;;;;;;;Antarctica;Austral Ocean;Antarctica;;;Ilha Rei George, Baía do Almirantado;Baía do Almirantado;;;;;;;
699;IBUFRJ 0700;;Unknown;Unknown;No;Lost;;;;;Animalia;Annelida ;Polychaeta;;;;;;;;;True;;;;;;;;;;;;;False;;;;2003-12-05;;2003-12-05;;;;;;;;;;;;;20.0;60.0;;Marine;;;;;;Formaldehyde 4%;;;Ethanol 70%;;;;;;;;;;;;Antarctica;Austral Ocean;Antarctica;;;Ilha Rei George, Baía do Almirantado;Baía do Almirantado;;;;;;;
700;IBUFRJ 0701;;Unknown;Unknown;No;Lost;;;;;Animalia;Annelida ;Polychaeta;;;;;;;;;True;;;;;;;;;;;;;False;;;;2003-12-05;;2003-12-05;;;;;;;;;;;;;20.0;60.0;;Marine;;;;;;Formaldehyde 4%;;;Ethanol 70%;;;;;;;;;;;;Antarctica;Austral Ocean;Antarctica;;;Ilha Rei George, Baía do Almirantado;Baía do Almirantado;;;;;;;
701;IBUFRJ 0702;;Unknown;Unknown;No;Lost;;;;;Animalia;Annelida ;Polychaeta;;;;;;;;;True;;;;;;;;;;;;;False;;;;2003-12-05;;2003-12-05;;;;;;;;;;;;;20.0;60.0;;Marine;;;;;;Formaldehyde 4%;;;Ethanol 70%;;;;;;;;;;;;Antarctica;Austral Ocean;Antarctica;;;Ilha Rei George, Baía do Almirantado;Baía do Almirantado;;;;;;;
702;IBUFRJ 0703;;Unknown;Unknown;No;Lost;;;;;Animalia;Annelida ;Polychaeta;;;;;;;;;True;;;;;;;;;;;;;False;;;;2003-12-05;;2003-12-05;;;;;;;;;;;;;20.0;60.0;;Marine;;;;;;Formaldehyde 4%;;;Ethanol 70%;;;;;;;;;;;;Antarctica;Austral Ocean;Antarctica;;;Ilha Rei George, Baía do Almirantado;Baía do Almirantado;;;;;;;
703;IBUFRJ 0704;;Unknown;Unknown;No;Lost;;;;;Animalia;Annelida ;Polychaeta;;;;;;;;;True;;;;;;;;;;;;;False;;;;2003-12-05;;2003-12-05;;;;;;;;;;;;;20.0;60.0;;Marine;;;;;;Formaldehyde 4%;;;Ethanol 70%;;;;;;;;;;;;Antarctica;Austral Ocean;Antarctica;;;Ilha Rei George, Baía do Almirantado;Baía do Almirantado;;;;;;;
704;IBUFRJ 0705;;Unknown;Unknown;No;Lost;;;;;Animalia;Annelida ;Polychaeta;;;;;;;;;True;;;;;;;;;;;;;False;;;;2003-12-05;;2003-12-05;;;;;;;;;;;;;20.0;60.0;;Marine;;;;;;Formaldehyde 4%;;;Ethanol 70%;;;;;;;;;;;;Antarctica;Austral Ocean;Antarctica;;;Ilha Rei George, Baía do Almirantado;Baía do Almirantado;;;;;;;
705;IBUFRJ 0706;;Unknown;Unknown;No;Lost;;;;;Animalia;Annelida ;Polychaeta;;;;;;;;;True;;;;;;;;;;;;;False;;;;2003-12-05;;2003-12-05;;;;;;;;;;;;;20.0;60.0;;Marine;;;;;;Formaldehyde 4%;;;Ethanol 70%;;;;;;;;;;;;Antarctica;Austral Ocean;Antarctica;;;Ilha Rei George, Baía do Almirantado;Baía do Almirantado;;;;;;;
706;IBUFRJ 0707;;Unknown;Unknown;No;Lost;;;;;Animalia;Annelida ;Polychaeta;;;;;;;;;True;;;;;;;;;;;;;False;;;;2003-12-05;;2003-12-05;;;;;;;;;;;;;20.0;60.0;;Marine;;;;;;Formaldehyde 4%;;;Ethanol 70%;;;;;;;;;;;;Antarctica;Austral Ocean;Antarctica;;;Ilha Rei George, Baía do Almirantado;Baía do Almirantado;;;;;;;
707;IBUFRJ 0708;;Unknown;Unknown;No;Lost;;;;;Animalia;Annelida ;Polychaeta;;;;;;;;;True;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;20.0;60.0;;Marine;;;;;;Formaldehyde 4%;;;Ethanol 70%;;;;;;;;;;;;Antarctica;Austral Ocean;Antarctica;;;Ilha Rei George, Baía do Almirantado;Baía do Almirantado;;;;;;;
708;IBUFRJ 0709;;Unknown;Unknown;No;Lost;;;;;Animalia;Annelida ;Polychaeta;;;;;;;;;True;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;20.0;60.0;;Marine;;;;;;Formaldehyde 4%;;;Ethanol 70%;;;;;;;;;;;;;;;;;Unknown;;;;;;;;
709;IBUFRJ 0710;;Unknown;Unknown;No;Lost;;;;;Animalia;Annelida ;Polychaeta;;;;;;;;;True;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;20.0;60.0;;Marine;;;;;;Formaldehyde 4%;;;Ethanol 70%;;;;;;;;;;;;;;;;;Unknown;;;;;;;;
710;IBUFRJ 0711;;Unknown;Unknown;No;Lost;;;;;Animalia;Annelida ;Polychaeta;;;;;;;;;True;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;20.0;60.0;;Marine;;;;;;Formaldehyde 4%;;;Ethanol 70%;;;;;;;;;;;;;;;;;Unknown;;;;;;;;
711;IBUFRJ 0712;;Unknown;Unknown;No;Lost;;;;;Animalia;Annelida ;Polychaeta;;;;;;;;;True;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;20.0;60.0;;Marine;;;;;;Formaldehyde 4%;;;Ethanol 70%;;;;;;;;;;;;;;;;;Unknown;;;;;;;;
712;IBUFRJ 0713;;Unknown;Unknown;No;Lost;;;;;Animalia;Annelida ;Polychaeta;;;;;;;;;True;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;20.0;60.0;;Marine;;;;;;Formaldehyde 4%;;;Ethanol 70%;;;;;;;;;;;;;;;;;Unknown;;;;;;;;
713;IBUFRJ 0714;;Unknown;Unknown;No;Lost;;;;;Animalia;Annelida ;Polychaeta;;;;;;;;;True;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;20.0;60.0;;Marine;;;;;;Formaldehyde 4%;;;Ethanol 70%;;;;;;;;;;;;;;;;;Unknown;;;;;;;;
714;IBUFRJ 0715;;Unknown;Unknown;No;Lost;;;;;Animalia;Annelida ;Polychaeta;;;;;;;;;True;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;20.0;60.0;;Marine;;;;;;Formaldehyde 4%;;;Ethanol 70%;;;;;;;;;;;;;;;;;Unknown;;;;;;;;
715;IBUFRJ 0716;;Unknown;Unknown;No;Lost;;;;;Animalia;Annelida ;Polychaeta;;;;;;;;;True;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;20.0;60.0;;Marine;;;;;;Formaldehyde 4%;;;Ethanol 70%;;;;;;;;;;;;;;;;;Unknown;;;;;;;;
716;IBUFRJ 0717;;Unknown;Unknown;No;Lost;;;;;Animalia;Annelida ;Polychaeta;;;;;;;;;True;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;20.0;60.0;;Marine;;;;;;Formaldehyde 4%;;;Ethanol 70%;;;;;;;;;;;;;;;;;Unknown;;;;;;;;
717;IBUFRJ 0718;;Unknown;Unknown;No;Lost;;;;;Animalia;Annelida ;Polychaeta;;;;;;;;;True;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;20.0;60.0;;Marine;;;;;;Formaldehyde 4%;;;Ethanol 70%;;;;;;;;;;;;;;;;;Unknown;;;;;;;;
718;IBUFRJ 0719;;Unknown;Unknown;No;Lost;;;;;Animalia;Annelida ;Polychaeta;;;;;;;;;True;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;20.0;60.0;;Marine;;;;;;Formaldehyde 4%;;;Ethanol 70%;;;;;;;;;;;;;;;;;Unknown;;;;;;;;
719;IBUFRJ 0720;;Unknown;Unknown;No;Lost;;;;;Animalia;Annelida ;Polychaeta;;;;;;;;;True;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;20.0;60.0;;Marine;;;;;;Formaldehyde 4%;;;Ethanol 70%;;;;;;;;;;;;;;;;;Unknown;;;;;;;;
720;IBUFRJ 0721;;Unknown;Unknown;No;Lost;;;;;Animalia;Annelida ;Polychaeta;;;;;;;;;True;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;20.0;60.0;;Marine;;;;;;Formaldehyde 4%;;;Ethanol 70%;;;;;;;;;;;;;;;;;Unknown;;;;;;;;
721;IBUFRJ 0722;;Unknown;Unknown;No;Lost;;;;;Animalia;Annelida ;Polychaeta;;;;;;;;;True;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;20.0;60.0;;Marine;;;;;;Formaldehyde 4%;;;Ethanol 70%;;;;;;;;;;;;;;;;;Unknown;;;;;;;;
722;IBUFRJ 0723;;Unknown;Unknown;No;Lost;;;;;Animalia;Annelida ;Polychaeta;;;;;;;;;True;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;20.0;60.0;;Marine;;;;;;Formaldehyde 4%;;;Ethanol 70%;;;;;;;;;;;;;;;;;Unknown;;;;;;;;
723;IBUFRJ 0724;;Unknown;Unknown;No;Lost;;;;;Animalia;Annelida ;Polychaeta;;;;;;;;;True;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;20.0;60.0;;Marine;;;;;;Formaldehyde 4%;;;Ethanol 70%;;;;;;;;;;;;;;;;;Unknown;;;;;;;;
724;IBUFRJ 0725;;Unknown;Unknown;No;Lost;;;;;Animalia;Annelida ;Polychaeta;;;;;;;;;True;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;20.0;60.0;;Marine;;;;;;Formaldehyde 4%;;;Ethanol 70%;;;;;;;;;;;;;;;;;Unknown;;;;;;;;
725;IBUFRJ 0726;;Unknown;Unknown;No;Lost;;;;;Animalia;Annelida ;Polychaeta;;;;;;;;;True;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;20.0;60.0;;Marine;;;;;;Formaldehyde 4%;;;Ethanol 70%;;;;;;;;;;;;;;;;;Unknown;;;;;;;;
